Altitude,Total Threat Count
0,3077,626,2269,42,45
1,3081,626,2275,40,44
2,3086,626,2281,40,43
3,3087,627,2281,40,43
4,3093,628,2286,40,43
5,3095,629,2287,40,43
6,3095,629,2287,40,43
7,3096,629,2288,40,43
8,3097,630,2288,40,43
9,3101,630,2290,40,44
10,3105,630,2294,40,44
